t,cumulative_accuracy,cumulative_fixed_baseline_accuracy,cumulative_clinical_baseline_accuracy,cumulative_regret,cumulative_fixed_baseline_regret,cumulative_clinical_baseline_regret
112,0.06461580517601453,0.05120039528145803,0.05199127431631578,7.301585984889642,5.785644666804757,5.875013997743681
113,0.06277165937055122,0.04990636126572887,0.05289829311725189,7.155969168242839,5.6893251842930885,6.030405415366715
114,0.06254478049531585,0.04963101337678976,0.05201348332420802,7.192649756961322,5.7075665383308225,5.981550582283916
115,0.060459768677298326,0.04847637900678654,0.04983505869024831,7.013333166566605,5.623259964787235,5.7808668080688035
116,0.06098113196342423,0.049067493025998284,0.04912818258911578,7.134792439720637,5.740896684041797,5.747997362926545
117,0.06013052978349959,0.047852631646796324,0.049864116298151274,7.095402514452951,5.646610534321966,5.883965723181853
118,0.059226521266294636,0.0463068593444751,0.04969813246407654,7.047956030689062,5.510516261992538,5.914077763225107
119,0.05751144050946459,0.04523129318338063,0.04794573870167316,6.9013728611357505,5.427755182005676,5.753488644200783
120,0.057857453217548496,0.04638611995826947,0.04746815186177754,7.000751839323363,5.612720514950604,5.743646375275077
121,0.05826989287414708,0.04684376124955386,0.046434339605462206,7.108926930645945,5.714938872445572,5.664989431866391
122,0.0585006189130619,0.045884663146265166,0.046761453655533566,7.195576126306614,5.643813566990617,5.751658799630627
123,0.056153713130385155,0.04417892264147625,0.04610492442334042,6.9630604281677595,5.4781864075430535,5.717010628494213
124,0.05695279670597027,0.04435265375078298,0.047357098061875665,7.119099588246285,5.5440817188478695,5.919637257734454
125,0.05607674134871019,0.04301773803168733,0.04674780822486495,7.0656694099374855,5.420234991992602,5.890223836332984
126,0.056334630181686926,0.04243172126278865,0.045734979981444206,7.15449803307424,5.388828600374159,5.808342457643414
127,0.0563709408913288,0.04210022344042313,0.04613415379055298,7.215480434090086,5.38882860037416,5.9051716851907825
128,0.055956570137882314,0.04299761053790647,0.0450241544093676,7.218397547786818,5.546691759389935,5.80811591880842
129,0.05705313951698837,0.043628624399809114,0.045465514941485326,7.4169081372084875,5.671721171975186,5.910516942393092
130,0.0555678389545354,0.042888122253809086,0.04502318427509635,7.279386903044137,5.618344015248997,5.89803714003762
131,0.05497543398895928,0.04244951115778789,0.045005423394718726,7.256757286542625,5.603335472828004,5.940715888102873
132,0.05415704397111326,0.0421444641981498,0.04439978710669759,7.202886848158066,5.605213738353925,5.905171685190782
133,0.05332723132445199,0.040389687658968235,0.04452008495214572,7.145848997476565,5.412218146301744,5.965691383587533
134,0.054305627221601614,0.04133886651010746,0.04437128481551258,7.3312596749162156,5.580746978864499,5.990123450094198
135,0.05269307836997352,0.040434139551016865,0.044592388935493485,7.166258658316398,5.499042978938294,6.064564895227113
136,0.05195343673385942,0.039220284716048305,0.043272260281720036,7.117620832538741,5.37317900609862,5.928299658595646
137,0.05262853880827123,0.038936079754337834,0.0436685386314793,7.262738355541429,5.373179006098619,6.026258331144145
138,0.05129759004405395,0.03874219285708275,0.04227917578182911,7.130365016123501,5.385164807134504,5.876805433674245
139,0.051840455899654234,0.038533467814135657,0.04173982120881093,7.2576638259515915,5.394685493978994,5.8435749692335275
140,0.05276675014556268,0.03898842405097081,0.04223471716698461,7.440111770524334,5.497367791186884,5.955095120544829
141,0.05267958428385221,0.03900771478189757,0.041182053572566185,7.48050096830701,5.539095499029461,5.847851607304398
142,0.05306834175367129,0.03850333995030408,0.04287430419726432,7.588772870774994,5.505977612893483,6.1310255002087946
143,0.0525937465554427,0.03762534552739522,0.04259891548754202,7.573499503983751,5.418049755944913,6.134243830206055
144,0.052048589178974126,0.037725893050343566,0.04298750285943861,7.547045430951248,5.470254492299815,6.2331879146186004
145,0.052558936941553024,0.038354876896714914,0.042420377180248735,7.673604793466747,5.599812026920378,6.193375068316314
146,0.05185027446597125,0.03842499598487101,0.042538841511161656,7.621990346497775,5.648474409776036,6.253209702140761
147,0.05306256394664316,0.03850384196399416,0.042805112897970385,7.853259464103189,5.69856861067113,6.335156708899617
148,0.051917905482124584,0.03849103306336691,0.0415705529455496,7.735767916836563,5.735163926441675,6.194012388886884
149,0.050951186363154134,0.038111869803029094,0.04146301106467921,7.642677954473123,5.716780470454365,6.2194516597018765
150,0.04964679420924849,0.03785490026974187,0.040174174538021454,7.496665925596526,5.716089940731016,6.066300355241242
151,0.04886542600428209,0.03726966731491045,0.04105084474767529,7.427544752650877,5.664989431866391,6.239728401646642
152,0.04938972758702789,0.03712310497133874,0.04176982246071014,7.556628320815267,5.679835060614829,6.390782836488649
153,0.050037491159351945,0.03758536221251277,0.04190304834474215,7.705773638540199,5.788145780726966,6.453069445090289
154,0.05027445350012018,0.03646430657777452,0.04113910126756027,7.792540292518629,5.65196751955505,6.3765606964718415
155,0.05038864148632164,0.03715155542533142,0.04213250442347433,7.8606280718661745,5.795642646351698,6.572670690061993
156,0.05016462305247633,0.038131260262648535,0.041939308057997025,7.875845819238785,5.98660786123582,6.584471365105534
157,0.048221867465317585,0.03653009609617007,0.041166136854235306,7.619055059520177,5.77175518319487,6.504249622969179
158,0.04743827388143503,0.036574596128244645,0.041240489718354034,7.54268554714817,5.815360784390903,6.557237865218298
159,0.048813007528192405,0.037383316272453886,0.04267475680564629,7.810081204510786,5.981330603592622,6.827961088903403
160,0.04823382823072662,0.03608228897293028,0.04126924601074959,7.765646345146986,5.809248524641773,6.644348607730682
161,0.04960961518466362,0.03605476741540871,0.04135899448980796,8.036757659915505,5.840872321296211,6.700157107348895
162,0.04844091006115193,0.03551706928519743,0.04011133233338725,7.895868339967762,5.789282293487181,6.538147170342116
163,0.04815874633561051,0.035389085371220104,0.04074910461483385,7.898034399040124,5.8038100008800955,6.682853156832751
164,0.04786182648306586,0.035244610814490325,0.040446017535042046,7.897201369705864,5.8153607843909025,6.673592893281937
165,0.04703345600807022,0.035207684181629666,0.039953359595888464,7.8075536973396575,5.844475574150525,6.632257692917484
166,0.04651609273996563,0.035264112598014034,0.039767541017526026,7.768187487574258,5.889106803868345,6.641179349926842
167,0.046287580732709756,0.034416694949919405,0.03895466004019441,7.776313563095236,5.782004751586461,6.544382886752659
168,0.0460697234627079,0.03452803422697079,0.039027529441446586,7.7857832651976375,5.835237784358066,6.595652475604469
169,0.04525972720393255,0.03310551664297268,0.038477442322173205,7.694153624668538,5.627937829305358,6.541165194769442
170,0.04483776488695934,0.033357353664665364,0.038101558197103876,7.66725779567005,5.704107476657777,6.515366451704771
171,0.04429783578350452,0.03336531134314101,0.03840823934548411,7.619227754762774,5.738833551020259,6.606217167423267
172,0.04387275420832831,0.033200268065173844,0.03907392037369451,7.589986478040792,5.743646375275079,6.7597882246491485
173,0.04377278253447977,0.03321290593317976,0.03882138065547804,7.616464160999478,5.779045632373278,6.75492023405318
174,0.04365276520192548,0.033292635377128926,0.03934042669992703,7.639233910336962,5.826211190997563,6.884574672487228
175,0.0436973445015304,0.03237823074244962,0.0393604745296333,7.6907326322693494,5.698568610671132,6.927443517215463
176,0.04388806490154947,0.031604150764283315,0.03903386949074444,7.7681874875742585,5.593934685278144,6.908994899861758
177,0.043310044698973184,0.03147941276869664,0.03976271656207864,7.709187956417228,5.603335472828004,7.077763548049996
178,0.04358653798534858,0.03197844099226466,0.040856368677735316,7.801990299377395,5.724140937615376,7.313289993314624
179,0.0432768788051577,0.03183141712694065,0.04047617000015864,7.789838184928388,5.7296550828493205,7.285710600028553
180,0.04277568314438434,0.031246912294702726,0.03937286610016269,7.742398649133568,5.655691125341195,7.126488764129441
181,0.043281221084193335,0.031248589796513664,0.03935587493447083,7.877182237323191,5.68724334296549,7.16276923807369
182,0.04309670853143247,0.031209037677346358,0.039440810819086715,7.8866976612521436,5.7112538949543765,7.217668379892864
183,0.04275263334514593,0.030738716137537387,0.03928091299041636,7.86648453550685,5.655923769306877,7.227687990236611
184,0.04328234363146046,0.030897783463410905,0.03981715929484256,8.007233571820183,5.716089940731018,7.366174469545877
185,0.043813254758272434,0.031232518949686938,0.040341440599721605,8.149265385038673,5.809248524641774,7.503507951548221
186,0.04399059736675432,0.03141718715370954,0.04057425483073818,8.226241707583053,5.875013997743681,7.587385653348035
187,0.044248158176777505,0.03169953467980119,0.04079788876543438,8.318653737234168,5.959512519802623,7.670003087901667
188,0.04322019968488151,0.03209108862923038,0.04012654232619771,8.168617740442606,6.065215750924541,7.583916499651365
189,0.04307318895039712,0.03206459437709184,0.040187452590046205,8.183905900575454,6.092272931647449,7.635615992108783
190,0.04352665261084745,0.03251491047693571,0.03958628358538619,8.31359064867186,6.21034790109472,7.560980164808767
191,0.04394390379077406,0.03214631975106966,0.03948872002867303,8.437229527828618,6.172093392205378,7.581834245505222
192,0.04493393025826377,0.03235641088033587,0.04048506912439732,8.672248539844906,6.2447872999048295,7.81361834100869
193,0.044545620800895316,0.03126958946000639,0.039825963471174244,8.641850435373687,6.066300355241241,7.726236913407799
194,0.04483881571958363,0.031782680175318934,0.040017989656857295,8.743569065318807,6.197622634187196,7.803507983087176
195,0.04457932413355703,0.03193095891693592,0.0396206446180969,8.737547530177178,6.2584679477194385,7.765646345146983
196,0.04477906087831851,0.03157618970352957,0.03976889205645543,8.82147499302875,6.220509371595322,7.834471735121714
197,0.04455667045043448,0.03216313855698636,0.039578216467494064,8.822220749186023,6.368301434283301,7.8364868605638245
198,0.044278772718660805,0.03180154237647586,0.03924663921864718,8.811475771013498,6.3285069329186925,7.810081204510787
199,0.043167360964408964,0.030625067132042445,0.03836802396733373,8.633472192881793,6.125013426408486,7.673604793466743
200,0.042610789631644004,0.030706932299529206,0.03814982987598169,8.564768715960446,6.172093392205374,7.6681158050723255
201,0.04292591416707727,0.031164122219075104,0.039253103226621296,8.671034661749607,6.295152688253163,7.929126851777497
202,0.043538491248399425,0.03197579806171398,0.04015052695371604,8.838313723425085,6.491087006527935,8.150556971604358
