t,cumulative_accuracy,cumulative_fixed_baseline_accuracy,cumulative_clinical_baseline_accuracy,cumulative_regret,cumulative_fixed_baseline_regret,cumulative_clinical_baseline_regret
1008,0.6357779980178394,0.6153121902874132,0.6526263627353815,367.5,388.15,350.5
1009,0.6358415841584159,0.6153465346534653,0.6526732673267327,367.8,388.5,350.8
1010,0.636053412462908,0.6155291790306627,0.6529179030662711,367.95,388.7,350.9
1011,0.6360671936758894,0.6156126482213439,0.6529150197628458,368.3,389.0,351.25
1012,0.6361796643632773,0.6156959526159922,0.6529615004935834,368.55,389.3,351.55
1013,0.6361439842209073,0.615680473372781,0.6528599605522682,368.95,389.7,352.0
1014,0.6361083743842364,0.6155665024630542,0.652807881773399,369.35,390.2,352.4
1015,0.636023622047244,0.6154527559055119,0.6526082677165355,369.8,390.7,352.95
1016,0.636283185840708,0.6156833824975417,0.6527040314650934,369.9,390.85,353.2
1017,0.6362966601178781,0.6156679764243614,0.6527996070726916,370.25,391.25,353.45
1018,0.6363591756624142,0.6157507360157017,0.6527968596663396,370.55,391.55,353.8
1019,0.6363725490196079,0.6158333333333333,0.6528921568627452,370.9,391.85,354.05
1020,0.6364348677766895,0.6159157688540646,0.6529382957884426,371.2,392.15,354.35
1021,0.6364970645792564,0.6159980430528376,0.6529843444227006,371.5,392.45,354.65
1022,0.6364125122189639,0.6158357771260997,0.6528347996089932,371.95,393.0,355.15
1023,0.636328125,0.61572265625,0.65283203125,372.4,393.5,355.5
1024,0.6363414634146342,0.6156585365853658,0.6528780487804878,372.75,393.95,355.8
1025,0.6365009746588693,0.6158382066276803,0.6529727095516569,372.95,394.15,356.05
1026,0.6363680623174294,0.6157254138266797,0.652823758519961,373.45,394.65,356.55
1027,0.63647859922179,0.6158560311284047,0.6529182879377432,373.7,394.9,356.8
1028,0.6366861030126336,0.6160349854227405,0.6530126336248785,373.85,395.1,357.05
1029,0.6367961165048543,0.616116504854369,0.6530582524271844,374.1,395.4,357.35
1030,0.6366634335596508,0.6161008729388943,0.6530552861299709,374.6,395.8,357.7
1031,0.6367732558139535,0.6161337209302326,0.6530523255813954,374.85,396.15,358.05
1032,0.6367860600193611,0.61621490803485,0.653000968054211,375.2,396.45,358.45
1033,0.6369439071566732,0.6164410058027079,0.6531914893617021,375.4,396.6,358.6
1034,0.6370048309178744,0.6164734299516909,0.6532850241545894,375.7,396.95,358.85
1035,0.6370173745173745,0.6164092664092664,0.6532335907335908,376.05,397.4,359.25
1036,0.6370298939247829,0.6164416586306654,0.6532786885245901,376.4,397.75,359.55
1037,0.6371387283236994,0.6166184971098266,0.6532755298651253,376.65,397.95,359.9
1038,0.6372473532242541,0.6167468719923003,0.653320500481232,376.9,398.2,360.2
1039,0.6371634615384616,0.6166826923076922,0.6533653846153846,377.35,398.65,360.5
1040,0.6371277617675312,0.6166666666666667,0.653314121037464,377.75,399.05,360.9
1041,0.6372840690978887,0.6167466410748561,0.653358925143954,377.95,399.35,361.2
1042,0.636960690316395,0.6165867689357623,0.6532118887823586,378.65,399.9,361.7
1043,0.6369731800766283,0.6164750957854406,0.6532567049808429,379.0,400.4,362.0
1044,0.6369377990430622,0.6164593301435406,0.65311004784689,379.4,400.8,362.5
1045,0.6369502868068834,0.616491395793499,0.6531548757170171,379.75,401.15,362.8
1046,0.6369149952244508,0.6163801337153773,0.6531041069723018,380.15,401.65,363.2
1047,0.6370229007633588,0.6162213740458016,0.6531011450381679,380.4,402.2,363.55
1048,0.6371782650142993,0.6164442326024785,0.6531935176358437,380.6,402.35,363.8
1049,0.6373333333333333,0.6165714285714285,0.6533809523809524,380.8,402.6,363.95
1050,0.6373453853472884,0.6165556612749762,0.6535204567078973,381.15,403.0,364.15
1051,0.6372148288973384,0.6164448669201521,0.6534220532319391,381.65,403.5,364.6
1052,0.637226970560304,0.6164292497625831,0.6534188034188034,382.0,403.9,364.95
1053,0.6373339658444023,0.6165085388994307,0.6534629981024668,382.25,404.2,365.25
1054,0.6374881516587678,0.6165876777251185,0.6535071090047393,382.45,404.5,365.55
1055,0.6373579545454546,0.6164772727272727,0.653314393939394,382.95,405.0,366.1
1056,0.6370860927152318,0.6162724692526017,0.6532166508987701,383.6,405.6,366.55
1057,0.6369565217391304,0.6162098298676748,0.6531663516068054,384.1,406.05,366.95
1058,0.6369688385269121,0.616194523135033,0.6531161473087819,384.45,406.45,367.35
1059,0.6369811320754717,0.6161792452830188,0.653066037735849,384.8,406.85,367.75
1060,0.6368991517436381,0.6160226201696513,0.6529688972667296,385.25,407.4,368.2
1061,0.6367231638418078,0.6159133709981168,0.6529190207156309,385.8,407.9,368.6
1062,0.6366415804327376,0.6157572906867357,0.6527751646284102,386.25,408.45,369.1
1063,0.6367011278195489,0.6158834586466165,0.6528665413533835,386.55,408.7,369.35
1064,0.6368544600938967,0.615868544600939,0.6529107981220658,386.75,409.1,369.65
1065,0.6369606003752345,0.6159474671669793,0.6529549718574109,387.0,409.4,369.95
1066,0.6370196813495783,0.615979381443299,0.6529522024367386,387.3,409.75,370.3
1067,0.6370318352059925,0.6160112359550561,0.6528089887640449,387.65,410.1,370.8
1068,0.637043966323667,0.616089803554724,0.6527128157156221,388.0,410.4,371.25
1069,0.6370093457943925,0.6160747663551402,0.6527102803738318,388.4,410.8,371.6
1070,0.6370214752567694,0.6161064425770308,0.6526610644257703,388.75,411.15,372.0
1071,0.637080223880597,0.6161380597014926,0.6526585820895522,389.05,411.5,372.35
1072,0.6370456663560111,0.6161230195712954,0.6527027027027027,389.45,411.9,372.65
1073,0.6370111731843575,0.6160148975791434,0.6527001862197392,389.85,412.4,373.0
1074,0.6368837209302326,0.615953488372093,0.6525116279069768,390.35,412.85,373.55
1075,0.6368959107806692,0.6159851301115242,0.6525092936802974,390.7,413.2,373.9
1076,0.6370009285051068,0.6160631383472609,0.6525998142989786,390.95,413.5,374.15
1077,0.637012987012987,0.6161410018552875,0.652643784786642,391.3,413.8,374.45
1078,0.6370250231696015,0.6161723818350324,0.652548656163114,391.65,414.15,374.9
1079,0.637175925925926,0.61625,0.6526851851851851,391.85,414.45,375.1
1080,0.6372802960222017,0.6163737280296022,0.6527289546716004,392.1,414.7,375.4
1081,0.6374306839186692,0.6164510166358595,0.652818853974122,392.3,415.0,375.65
1082,0.6374422899353648,0.6164358264081256,0.6528624192059096,392.65,415.4,375.95
1083,0.6374077490774908,0.6164667896678967,0.6529059040590406,393.05,415.75,376.25
1084,0.6375115207373272,0.616589861751152,0.6529493087557603,393.3,416.0,376.55
1085,0.6376151012891345,0.6166206261510129,0.6529926335174954,393.55,416.35,376.85
1086,0.6376264949402024,0.616559337626495,0.6529898804047838,393.9,416.8,377.2
1087,0.6378216911764706,0.6167279411764706,0.653170955882353,394.05,417.0,377.35
1088,0.6376492194674013,0.6166207529843893,0.6529843893480257,394.6,417.5,377.9
1089,0.6376605504587156,0.6166972477064221,0.6530733944954128,394.95,417.8,378.15
1090,0.6376718606782769,0.616590284142988,0.6529330889092575,395.3,418.3,378.65
1091,0.6376831501831501,0.6165293040293041,0.6528846153846154,395.65,418.75,379.05
1092,0.6376486733760293,0.6165599268069533,0.6528819762122599,396.05,419.1,379.4
1093,0.6376599634369288,0.6165904936014626,0.6529250457038391,396.4,419.45,379.7
1094,0.6375342465753425,0.6164840182648402,0.6528310502283106,396.9,419.95,380.15
1095,0.6375912408759123,0.6165602189781022,0.6529197080291971,397.2,420.25,380.4
1096,0.6374658158614402,0.6164995442114859,0.6529170464904285,397.7,420.7,380.75
1097,0.6374316939890711,0.6164845173041894,0.6529143897996357,398.1,421.1,381.1
1098,0.6375341219290264,0.6165150136487716,0.6530482256596907,398.35,421.45,381.3
1099,0.6376363636363636,0.6165,0.6531363636363636,398.6,421.85,381.55
1100,0.637511353315168,0.6163941871026339,0.6529518619436876,399.1,422.35,382.1
1101,0.6374773139745916,0.6164246823956443,0.6529038112522686,399.5,422.7,382.5
1102,0.6375793291024479,0.6165457842248413,0.6529918404351769,399.75,422.95,382.75
1103,0.6376358695652173,0.6166213768115942,0.6530797101449275,400.05,423.25,383.0
1104,0.6376923076923078,0.6166968325791855,0.6531221719457013,400.35,423.55,383.3
1105,0.6375678119349005,0.6166365280289331,0.653119349005425,400.85,424.0,383.65
1106,0.6375338753387534,0.6167118337850045,0.6531616982836495,401.25,424.3,383.95
1107,0.6375,0.6167418772563177,0.6530685920577618,401.65,424.65,384.4
1108,0.6374661857529306,0.6167718665464382,0.6530207394048693,402.05,425.0,384.8
1109,0.6374774774774774,0.6167567567567567,0.652972972972973,402.4,425.4,385.2
1110,0.6376237623762376,0.6168766876687669,0.652970297029703,402.6,425.65,385.55
1111,0.6375,0.6166366906474819,0.6527428057553957,403.1,426.3,386.15
1112,0.6375112309074573,0.6166666666666667,0.652785265049416,403.45,426.65,386.45
1113,0.6375673249551167,0.6166965888689407,0.6527827648114901,403.75,427.0,386.8
1114,0.637578475336323,0.6166367713004484,0.6527354260089686,404.1,427.45,387.2
1115,0.6375896057347671,0.6165770609318997,0.6525985663082438,404.45,427.9,387.7
1116,0.6376007162041182,0.6166517457475381,0.6525514771709937,404.8,428.2,388.1
1117,0.6377459749552773,0.6167710196779964,0.6525939177101968,405.0,428.45,388.4
1118,0.6379803395889188,0.6169347631814119,0.652680965147453,405.1,428.65,388.65
1119,0.6380803571428572,0.6169642857142857,0.6527678571428572,405.35,429.0,388.9
1120,0.6381801962533452,0.6170383586083854,0.6528545941123997,405.6,429.3,389.15
1121,0.6383244206773618,0.6171568627450981,0.6530303030303031,405.8,429.55,389.3
1122,0.6383348174532502,0.617186108637578,0.6531166518254674,406.15,429.9,389.55
1123,0.638256227758007,0.6170818505338078,0.652891459074733,406.6,430.4,390.15
1124,0.6383555555555556,0.6171111111111112,0.6530666666666667,406.85,430.75,390.3
1125,0.6384547069271759,0.6171403197158082,0.6531083481349911,407.1,431.1,390.6
1126,0.6385536823425022,0.6171694764862468,0.6531499556344277,407.35,431.45,390.9
1127,0.6386968085106383,0.6172429078014184,0.6532358156028369,407.55,431.75,391.15
1128,0.6387953941541187,0.6173162090345439,0.6533215234720993,407.8,432.05,391.4
1129,0.6388495575221238,0.6171681415929203,0.6533185840707965,408.1,432.6,391.75
1130,0.6388594164456233,0.6171087533156498,0.6532714412024757,408.45,433.05,392.15
1131,0.6388692579505301,0.6170936395759717,0.6532685512367491,408.8,433.45,392.5
1132,0.6388790820829656,0.6169902912621359,0.6532656663724625,409.15,433.95,392.85
1133,0.6388447971781306,0.6169753086419754,0.6533068783068783,409.55,434.35,393.15
1134,0.6388986784140969,0.6170484581497797,0.6533480176211454,409.85,434.65,393.45
1135,0.6388644366197183,0.6169454225352112,0.653125,410.25,435.15,394.05
1136,0.63896218117854,0.6170624450307828,0.6532541776605101,410.5,435.4,394.25
1137,0.6389279437609842,0.6169595782073813,0.6531195079086116,410.9,435.9,394.75
1138,0.638937664618086,0.6169446883230905,0.6530728709394206,411.25,436.3,395.15
1139,0.6388157894736842,0.6168421052631579,0.6529385964912281,411.75,436.8,395.65
1140,0.6388694127957931,0.6168711656441718,0.6529798422436459,412.05,437.15,395.95
1141,0.6387915936952714,0.6167250437828371,0.6529772329246935,412.5,437.7,396.3
1142,0.6388013998250218,0.6166229221347331,0.6527996500437445,412.85,438.2,396.85
1143,0.6388986013986014,0.616652097902098,0.6527534965034965,413.1,438.55,397.25
1144,0.6387336244541485,0.6164628820960699,0.6526200873362445,413.65,439.15,397.75
1145,0.6387434554973822,0.6164485165794067,0.6526614310645724,414.0,439.55,398.05
1146,0.6386660854402789,0.6164777680906713,0.6525719267654752,414.45,439.9,398.5
1147,0.6387195121951219,0.616506968641115,0.6527003484320557,414.75,440.25,398.7
1148,0.6386422976501306,0.6163620539599652,0.6526544821583986,415.2,440.8,399.1
1149,0.6386521739130435,0.6162173913043478,0.6525652173913044,415.55,441.35,399.55
1150,0.6386185925282363,0.6162033014769766,0.6526498696785403,415.95,441.75,399.8
1151,0.6383680555555555,0.616015625,0.652560763888889,416.6,442.35,400.25
1152,0.6383781439722462,0.6160017346053773,0.6525585429314831,416.95,442.75,400.6
1153,0.6384315424610052,0.6160745233968804,0.6525563258232235,417.25,443.05,400.95
1154,0.6384848484848484,0.616060606060606,0.6525974025974026,417.55,443.45,401.25
1155,0.6385813148788928,0.6160899653979239,0.6525519031141869,417.8,443.8,401.65
1156,0.6384615384615385,0.6159896283491789,0.6524200518582541,418.3,444.3,402.15
1157,0.6385578583765112,0.6161053540587219,0.6524611398963731,418.55,444.55,402.45
1158,0.6386108714408973,0.6160914581535807,0.6524158757549612,418.85,444.95,402.85
1159,0.6385775862068965,0.6160344827586207,0.6525000000000001,419.25,445.4,403.1
1160,0.6386735572782085,0.6161929371231697,0.6526701119724375,419.5,445.6,403.25
1161,0.6387693631669535,0.6162650602409638,0.6527969018932874,419.75,445.9,403.45
1162,0.6387790197764402,0.6161650902837489,0.6526655202063629,420.1,446.4,403.95
1163,0.6387886597938144,0.6161512027491409,0.6526202749140894,420.45,446.8,404.35
1164,0.6388841201716738,0.6161802575107296,0.6527038626609442,420.7,447.15,404.6
1165,0.6388507718696398,0.6161663807890223,0.6526586620926244,421.1,447.55,405.0
1166,0.6388603256212511,0.616152527849186,0.6526135389888603,421.45,447.95,405.4
1167,0.6388270547945206,0.6160958904109589,0.652568493150685,421.85,448.4,405.8
1168,0.6387510692899914,0.6160393498716852,0.6526090675791274,422.3,448.85,406.1
1169,0.638888888888889,0.6160683760683761,0.6526495726495727,422.5,449.2,406.4
1170,0.6389410760034159,0.6160973526900085,0.6526473099914603,422.8,449.55,406.75
1171,0.6389931740614335,0.6160409556313994,0.6526877133105802,423.1,450.0,407.05
1172,0.6389173060528559,0.6158567774936061,0.6526001705029838,423.55,450.6,407.5
1173,0.6387989778534924,0.6158006814310051,0.6525979557069846,424.05,451.05,407.85
1174,0.6387659574468085,0.6157021276595744,0.6525531914893616,424.45,451.55,408.25
1175,0.6389030612244898,0.6157738095238094,0.6526785714285714,424.65,451.85,408.45
1176,0.6388700084961767,0.6156754460492778,0.6526338147833475,425.05,452.35,408.85
1177,0.6388794567062818,0.6155772495755517,0.652716468590832,425.4,452.85,409.1
1178,0.6388464800678542,0.6156064461407973,0.6527565733672603,425.8,453.2,409.4
1179,0.6386440677966101,0.6153813559322033,0.6527542372881356,426.4,453.85,409.75
1180,0.6386960203217612,0.6153683319220999,0.6527942421676546,426.7,454.25,410.05
1181,0.6387478849407783,0.6153553299492386,0.6527495769881557,427.0,454.65,410.45
1182,0.638799661876585,0.6153846153846154,0.6527472527472528,427.3,455.0,410.8
1183,0.6388513513513513,0.6153716216216216,0.6528716216216216,427.6,455.4,411.0
1184,0.6389873417721519,0.6154852320675105,0.6528691983122363,427.8,455.65,411.35
1185,0.6389966273187184,0.6154721753794267,0.6528246205733559,428.15,456.05,411.75
1186,0.6390480202190396,0.6155012636899747,0.6529907329401853,428.45,456.4,411.9
1187,0.6390993265993266,0.6154882154882155,0.6529882154882155,428.75,456.8,412.25
1188,0.6390664423885618,0.6154331370899916,0.6529857022708158,429.15,457.25,412.6
1189,0.6390756302521009,0.6154201680672269,0.6529831932773109,429.5,457.65,412.95
1190,0.6392107472712006,0.6154492023509656,0.6530646515533165,429.7,458.0,413.2
1191,0.6390520134228188,0.6152684563758389,0.6528104026845638,430.25,458.6,413.85
1192,0.6391450125733444,0.6153813914501257,0.6528499580888516,430.5,458.85,414.15
1193,0.6391959798994975,0.6155360134003349,0.6528894472361809,430.8,459.05,414.45
1194,0.639205020920502,0.6154811715481172,0.6528451882845189,431.15,459.5,414.85
1195,0.6391722408026757,0.6154682274247492,0.6528428093645485,431.55,459.9,415.2
1196,0.6394319131161236,0.6155806182121972,0.6529657477025899,431.6,460.15,415.4
1197,0.6396076794657762,0.615525876460768,0.6530467445742905,431.75,460.6,415.65
1198,0.6396997497914929,0.6155129274395329,0.6531276063386156,432.0,461.0,415.9
1199,0.6396666666666666,0.6154583333333333,0.6532083333333334,432.4,461.45,416.15
1200,0.639841798501249,0.6155703580349708,0.653413821815154,432.55,461.7,416.25
1201,0.6398918469217969,0.6154742096505823,0.6534109816971714,432.85,462.2,416.6
1202,0.6400665004156276,0.6156275976724854,0.6534497090606817,433.0,462.4,416.9
1203,0.6399916943521594,0.6156146179401993,0.6532807308970099,433.45,462.8,417.45
1204,0.64,0.615643153526971,0.6532780082987552,433.8,463.15,417.8
1205,0.6401326699834162,0.6156301824212271,0.6532752902155887,434.0,463.55,418.15
1206,0.6400994200497101,0.6154929577464789,0.6532311516155758,434.4,464.1,418.55
1207,0.6400662251655629,0.6154801324503312,0.6532698675496689,434.8,464.5,418.85
1208,0.6399917287014061,0.6153846153846154,0.6532258064516129,435.25,465.0,419.25
1209,0.6399586776859504,0.6153719008264462,0.6532231404958677,435.65,465.4,419.6
1210,0.6400082576383154,0.6154004954582989,0.6532204789430223,435.95,465.75,419.95
1211,0.6399752475247524,0.6154290429042903,0.6531765676567657,436.35,466.1,420.35
1212,0.6399835119538334,0.6154163231657048,0.6531327287716405,436.7,466.5,420.75
1213,0.6400329489291597,0.6154859967051071,0.6530889621087315,437.0,466.8,421.15
1214,0.6399588477366255,0.6155144032921811,0.6531687242798354,437.45,467.15,421.4
1215,0.6400904605263158,0.6156661184210527,0.6533305921052632,437.65,467.35,421.55
1216,0.6401396877567789,0.6158175842235004,0.6533278553820872,437.95,467.55,421.9
1217,0.6400656814449918,0.6156403940886699,0.6533661740558292,438.4,468.15,422.2
1218,0.6400328137817883,0.6156685808039376,0.6534454470877769,438.8,468.5,422.45
1219,0.6401229508196721,0.6156967213114755,0.6535245901639344,439.05,468.85,422.7
1220,0.6403357903357904,0.6158476658476658,0.6536445536445536,439.15,469.05,422.9
1221,0.6403436988543372,0.6159165302782325,0.6536006546644845,439.5,469.35,423.3
1222,0.6402698282910875,0.6157808667211774,0.6534341782502044,439.95,469.9,423.85
1223,0.6402369281045751,0.6157271241830065,0.653390522875817,440.35,470.35,424.25
1224,0.6403265306122449,0.6157959183673469,0.6534285714285714,440.6,470.65,424.55
1225,0.640252854812398,0.6157830342577488,0.6533442088091354,441.05,471.05,425.0
1226,0.6401792991035045,0.6157701711491443,0.6533414832925836,441.5,471.45,425.35
1227,0.6402687296416938,0.6158794788273616,0.6534609120521172,441.75,471.7,425.55
1228,0.6403986981285599,0.6160699755899105,0.653620829943043,441.95,471.85,425.7
1229,0.6404471544715447,0.6160569105691056,0.6536991869918699,442.25,472.25,425.95
1230,0.6404955320877336,0.6159626320064988,0.6536555645816409,442.55,472.75,426.35
1231,0.6405844155844156,0.6159902597402598,0.653612012987013,442.8,473.1,426.75
1232,0.6405109489051095,0.6159367396593673,0.6534874290348742,443.25,473.55,427.25
1233,0.6404376012965964,0.6158833063209077,0.6533630470016207,443.7,474.0,427.75
1234,0.6404048582995951,0.6157894736842106,0.6533198380566801,444.1,474.5,428.15
1235,0.640453074433657,0.6158171521035599,0.6533171521035599,444.4,474.85,428.5
1236,0.6405416329830234,0.6159256265157639,0.6533953112368633,444.65,475.1,428.75
1237,0.6405492730210016,0.6160339256865913,0.6534733441033926,445.0,475.35,429.0
1238,0.6405165456012913,0.6161016949152542,0.6534705407586763,445.4,475.65,429.35
1239,0.6406451612903226,0.61625,0.6536290322580645,445.6,475.85,429.5
1240,0.640692989524577,0.6163577759871072,0.6536261079774375,445.9,476.1,429.85
1241,0.6406602254428341,0.6163043478260869,0.6536634460547505,446.3,476.55,430.15
1242,0.6406275140788416,0.6162107803700725,0.653620273531778,446.7,477.05,430.55
1243,0.6407556270096463,0.6161977491961415,0.6535369774919614,446.9,477.45,431.0
1244,0.6408032128514056,0.6161847389558233,0.653574297188755,447.2,477.85,431.3
1245,0.6408507223113965,0.6162520064205458,0.6535313001605136,447.5,478.15,431.7
1246,0.6409783480352846,0.6163592622293504,0.6536487570168404,447.7,478.4,431.9
1247,0.6408653846153846,0.6163060897435898,0.653525641025641,448.2,478.85,432.4
1248,0.6408726981585268,0.6163330664531625,0.6534827862289831,448.55,479.2,432.8
1249,0.64092,0.61632,0.65348,448.85,479.6,433.15
1250,0.6409672262190248,0.61638689048761,0.6535171862509992,449.15,479.9,433.45
1251,0.6410543130990416,0.6164936102236422,0.6535543130990416,449.4,480.15,433.75
1252,0.6410215482841182,0.6164405426975259,0.653511572226656,449.8,480.6,434.15
1253,0.6409489633173844,0.6163875598086125,0.653548644338118,450.25,481.05,434.45
1254,0.6409163346613547,0.6164143426294821,0.6535458167330678,450.65,481.4,434.8
1255,0.6409235668789809,0.6163614649681529,0.6535429936305732,451.0,481.85,435.15
1256,0.6409705648369133,0.6164280031821798,0.6535799522673031,451.3,482.15,435.45
1257,0.6410572337042926,0.6164149443561209,0.6536565977742448,451.55,482.55,435.7
1258,0.6410643367752185,0.6164019062748213,0.6536139793486895,451.9,482.95,436.1
1259,0.6411111111111112,0.6164285714285714,0.6536904761904763,452.2,483.3,436.35
1260,0.6409199048374307,0.6163362410785092,0.6535685963521015,452.8,483.8,436.85
1261,0.6411251980982567,0.6165213946117274,0.6536053882725832,452.9,483.95,437.15
1262,0.6412114014251782,0.6165874901029296,0.6536421219319082,453.15,484.25,437.45
1263,0.6410996835443038,0.6165348101265823,0.6535205696202532,453.65,484.7,437.95
1264,0.6410671936758894,0.6165217391304347,0.6535573122529644,454.05,485.1,438.25
1265,0.6411532385466034,0.6165086887835703,0.65347551342812,454.3,485.5,438.7
1266,0.641199684293607,0.6165351223362273,0.6535516969218627,454.6,485.85,438.95
1267,0.6412066246056782,0.6165615141955836,0.6535488958990536,454.95,486.2,439.3
1268,0.6412135539795114,0.6166272655634357,0.653624901497242,455.3,486.5,439.55
1269,0.6412204724409449,0.616496062992126,0.6535826771653543,455.65,487.05,439.95
1270,0.6413060582218726,0.6165617623918175,0.6535405192761605,455.9,487.35,440.35
1271,0.6413522012578616,0.616627358490566,0.6536163522012579,456.2,487.65,440.6
1272,0.6412018853102907,0.6164571877454831,0.6535349567949724,456.75,488.25,441.05
1273,0.6412480376766091,0.6164050235478806,0.6536106750392465,457.05,488.7,441.3
1274,0.6412156862745098,0.6163529411764707,0.653607843137255,457.45,489.15,441.65
1275,0.6411050156739811,0.6161050156739811,0.6535266457680251,457.95,489.85,442.1
1276,0.6412685982772122,0.6162098668754894,0.6536413469068127,458.1,490.1,442.3
1277,0.6413536776212833,0.6162363067292644,0.6536776212832551,458.35,490.45,442.6
1278,0.6413604378420641,0.6161845191555904,0.6535965598123534,458.7,490.9,443.05
1279,0.641484375,0.6162890625,0.6537499999999999,458.9,491.15,443.2
1280,0.6414129586260734,0.6162763466042155,0.6536690085870414,459.35,491.55,443.65
1281,0.6414976599063962,0.6162636505460218,0.6537441497659906,459.6,491.95,443.9
1282,0.6414653156664069,0.616406858924396,0.6536632891660171,460.0,492.15,444.35
1283,0.6416666666666667,0.6164719626168225,0.6537383177570094,460.1,492.45,444.6
1284,0.6417509727626459,0.6165758754863814,0.6538132295719844,460.35,492.7,444.85
1285,0.6417185069984448,0.6165241057542767,0.6536936236391913,460.75,493.15,445.35
1286,0.6417249417249418,0.6166278166278166,0.6536907536907537,461.1,493.4,445.7
1287,0.6416925465838509,0.6165760869565218,0.6536490683229814,461.5,493.85,446.1
1288,0.6417765709852599,0.6166408068269977,0.6536850271528316,461.75,494.15,446.4
1289,0.6417829457364341,0.6165891472868217,0.6537596899224807,462.1,494.6,446.65
1290,0.6417893106119288,0.6164988381099923,0.6536793183578621,462.45,495.1,447.1
1291,0.6418343653250774,0.6166021671826625,0.6537151702786378,462.75,495.35,447.4
1292,0.6417633410672854,0.6165119876256767,0.6536349574632637,463.2,495.85,447.85
1293,0.6419242658423493,0.6166151468315302,0.6537480680061825,463.35,496.1,448.05
1294,0.6418146718146718,0.6166409266409266,0.6536679536679537,463.85,496.45,448.5
1295,0.6416280864197531,0.6164737654320989,0.6535493827160493,464.45,497.05,449.0
1296,0.6417116422513492,0.6164996144949885,0.6536622976098689,464.7,497.4,449.2
1297,0.6418335901386749,0.6166024653312789,0.6537365177195686,464.9,497.65,449.45
1298,0.6418013856812933,0.6166666666666667,0.6537721324095458,465.3,497.95,449.75
1299,0.6417692307692308,0.616576923076923,0.6538076923076923,465.7,498.45,450.05
1300,0.6419292851652575,0.6168332052267487,0.6539584934665642,465.85,498.5,450.2
1301,0.641973886328725,0.6168202764976958,0.653878648233487,466.15,498.9,450.65
1302,0.6419416730621642,0.6167689946277821,0.6538372985418266,466.55,499.35,451.05
1303,0.6420628834355828,0.6168328220858895,0.653872699386503,466.75,499.65,451.35
1304,0.6420306513409961,0.616743295019157,0.6538697318007662,467.15,500.15,451.7
1305,0.6421516079632466,0.6168836140888209,0.6539433384379786,467.35,500.35,451.95
1306,0.6422341239479724,0.616947207345065,0.6539785768936496,467.6,500.65,452.25
1307,0.6423165137614679,0.6169724770642202,0.6539755351681957,467.85,501.0,452.6
1308,0.642131398013751,0.616768525592055,0.6538579067990833,468.45,501.65,453.1
1309,0.6422137404580153,0.6168320610687024,0.6539312977099236,468.7,501.95,453.35
1310,0.6421434019832188,0.616742944317315,0.6539282990083906,469.15,502.45,453.7
1311,0.6420731707317073,0.6166920731707317,0.6538871951219513,469.6,502.9,454.1
1312,0.642041127189642,0.6167174409748667,0.6538080731150038,470.0,503.25,454.55
1313,0.6419710806697109,0.6167427701674277,0.6536529680365297,470.45,503.6,455.1
1314,0.6420152091254753,0.6168060836501901,0.6536501901140684,470.75,503.9,455.45
1315,0.6419452887537994,0.6167553191489362,0.6535334346504559,471.2,504.35,455.95
1316,0.641837509491268,0.6166666666666667,0.6535307517084282,471.7,504.85,456.3
1317,0.6418816388467374,0.616691957511381,0.6535660091047041,472.0,505.2,456.6
1318,0.6418498862774829,0.6166793025018954,0.6535253980288097,472.4,505.6,457.0
1319,0.6417803030303031,0.6165909090909091,0.6535227272727273,472.85,506.1,457.35
1320,0.6418622255866768,0.6166161998485995,0.6536336109008327,473.1,506.45,457.55
1321,0.6419062027231467,0.6166792738275341,0.6536686838124054,473.4,506.75,457.85
1322,0.6418745275888134,0.6166288737717309,0.6536659108087679,473.8,507.2,458.2
1323,0.6418429003021148,0.6165030211480362,0.6536253776435046,474.2,507.75,458.6
1324,0.6418490566037736,0.616377358490566,0.6535849056603774,474.55,508.3,459.0
1325,0.6417797888386124,0.6163273001508296,0.6534313725490196,475.0,508.75,459.55
1326,0.6418236623963829,0.6163903541823663,0.6535418236623964,475.3,509.05,459.75
1327,0.6419051204819277,0.6163780120481928,0.6536521084337349,475.55,509.45,459.95
1328,0.6419112114371708,0.6162528216704289,0.6534236267870579,475.9,510.0,460.6
1329,0.6419924812030076,0.6163157894736842,0.6534962406015038,476.15,510.3,460.85
1330,0.6420360631104434,0.6163410969196093,0.6535311795642375,476.45,510.65,461.15
1331,0.6420420420420421,0.6163663663663664,0.653490990990991,476.8,511.0,461.55
1332,0.6421230307576894,0.6164291072768192,0.6535633908477119,477.05,511.3,461.8
1333,0.6422038980509746,0.6165667166416792,0.6536731634182908,477.3,511.5,462.0
1334,0.6422846441947565,0.6166292134831461,0.6537078651685393,477.55,511.8,462.3
1335,0.6422904191616766,0.6165793413173652,0.6537425149700599,477.9,512.25,462.6
1336,0.6423709798055348,0.6166417352281226,0.6538145100972326,478.15,512.55,462.85
1337,0.6423019431988042,0.6167414050822122,0.6537742899850523,478.6,512.8,463.25
1338,0.6423076923076924,0.6167662434652726,0.6537341299477222,478.95,513.15,463.65
1339,0.6423880597014925,0.6167910447761195,0.6538432835820895,479.2,513.5,463.85
1340,0.6423937360178971,0.6169276659209546,0.6538777032065622,479.55,513.7,464.15
1341,0.6423248882265276,0.6169150521609538,0.6539120715350223,480.0,514.1,464.45
