cumulative_accuracy,cumulative_fixed_baseline_accuracy,cumulative_clinical_baseline_accuracy,cumulative_regret,cumulative_fixed_baseline_regret,cumulative_clinical_baseline_regret
0.44426165831931924,0.48936048492959283,0.4701623459816272,0.4442616583193193,0.4893604849295929,0.4701623459816272
0.3354101966249684,0.3284733426658931,0.3795773272581241,0.6708203932499368,0.6569466853317862,0.7591546545162482
0.3171510607291696,0.28613169175965075,0.3171510607291696,0.9514531821875087,0.8583950752789522,0.9514531821875087
0.2333255011216824,0.2577738707104594,0.2913218513133396,0.9333020044867296,1.0310954828418375,1.1652874052533586
0.19466570535691505,0.2092593455122388,0.2790962859697443,0.9733285267845752,1.0462967275611939,1.3954814298487215
0.19117977822546814,0.1793425289496568,0.24182541670333726,1.1470786693528088,1.076055173697941,1.4509525002200232
0.19166296949998193,0.14947096108017055,0.199219745461488,1.3416407864998738,1.0462967275611939,1.3945382182304158
0.17431727727880197,0.14678573715309998,0.1970172314131031,1.3945382182304162,1.1742858972247996,1.5761378513048245
0.18548708334994274,0.14543073081672572,0.1987615979999813,1.6693837501494848,1.3088765773505315,1.7888543819998317
0.19166857359844663,0.1542383664469075,0.17770466332772772,1.9166857359844667,1.5423836644690754,1.7770466332772772
0.19447568395185771,0.1622884409316514,0.16969127354304175,2.139232523470435,1.7851728502481652,1.866604008973459
0.19734161611351114,0.1664472239557425,0.17184924714030625,2.3680993933621335,1.99736668746891,2.062190965683675
0.19186183131888218,0.17086986858435357,0.15960867748456292,2.494203807145468,2.2213082915965963,2.074912807299318
0.1722957390567158,0.1510347410970732,0.14888594528906576,2.4121403467940206,2.114486375359025,2.084403234046921
0.1711331344526896,0.15431417788743854,0.1441247023398883,2.5669970167903444,2.314712668311578,2.1618705350983243
0.16360957216881647,0.13883176822478727,0.1384239293277225,2.6177531547010635,2.221308291596596,2.2147828692435603
0.16067037670593987,0.13682669456393473,0.1255474263204592,2.7313964040009777,2.3260538075868915,2.1343062474478063
0.1565133420856261,0.1378322378689812,0.1202053149357025,2.8172401575412698,2.4809802816416613,2.163695668842645
0.14974342638474633,0.13777648182637173,0.12325469122699557,2.8451251013101797,2.6177531547010626,2.341839133312916
0.15344723077194633,0.13980719806783537,0.12019720637790476,3.068944615438926,2.796143961356707,2.4039441275580953
0.15672078199387576,0.1319115024109484,0.11247521640259084,3.2911364218713905,2.770141550629916,2.361979544454408
0.16173469702789664,0.12780136283607355,0.10776708730669153,3.5581633346137265,2.8116299823936184,2.370875920747214
0.1568265529325503,0.1276397714374782,0.10779950953180624,3.6070107174486563,2.9357147430619985,2.479388719231543
0.15781019300901905,0.12360330811826103,0.11587686926392755,3.787444632216458,2.966479394838265,2.781044862334261
0.16343677354674016,0.12137805229508081,0.11614872498563845,4.0859193386685035,3.03445130737702,2.903718124640961
0.1577934898058257,0.11697620250573502,0.10668995645255475,4.102630734951468,3.0413812651491097,2.773938867766423
0.1582679150790513,0.11555443094369527,0.10605793380204707,4.273233707134385,3.1199696354797735,2.8635642126552705
0.16341712195026914,0.11258127509320177,0.10066574844925433,4.575679414607535,3.152275702609649,2.8186409565791215
0.16130258619489343,0.10781758822164886,0.09466658498665648,4.677774999651909,3.126710058427817,2.745330964613039
