t,cumulative_accuracy,cumulative_fixed_baseline_accuracy,cumulative_clinical_baseline_accuracy,cumulative_supervised_accuracy,cumulative_regret,cumulative_fixed_baseline_regret,cumulative_clinical_baseline_regret,cumulative_supervised_regret
930,0.6435016111707841,0.6192266380236304,0.6556928034371643,0.6779806659505907,331.9,354.5,320.55,299.8
931,0.6435085836909871,0.6192596566523605,0.655793991416309,0.6780579399141631,332.25,354.85,320.8,300.05
932,0.6435691318327974,0.6193461950696677,0.6557877813504823,0.6780814576634512,332.55,355.15,321.15,300.35
933,0.6434689507494646,0.6192719486081371,0.6558351177730193,0.6781049250535333,333.0,355.6,321.45,300.65
934,0.6435828877005347,0.6192513368983957,0.6559358288770054,0.6781818181818182,333.25,356.0,321.7,300.9
935,0.6436431623931623,0.6193376068376069,0.655982905982906,0.678258547008547,333.55,356.3,322.0,301.15
936,0.6437566702241195,0.6193169690501601,0.655923159018143,0.6783884738527215,333.8,356.7,322.4,301.35
937,0.6438166311300639,0.6193496801705757,0.6557569296375266,0.6783582089552238,334.1,357.05,322.9,301.7
938,0.6438232161874334,0.619329073482428,0.6556443024494143,0.6784345047923324,334.45,357.45,323.35,301.95
939,0.6437234042553192,0.6193085106382978,0.6555851063829787,0.6785106382978723,334.9,357.85,323.75,302.2
940,0.6435706695005313,0.6192348565356005,0.6554729011689692,0.6782146652497343,335.4,358.3,324.2,302.8
941,0.6436305732484076,0.6192144373673035,0.6554140127388535,0.6781847133757961,335.7,358.7,324.6,303.15
942,0.6436903499469777,0.6191940615058324,0.655408271474019,0.6782078472958643,336.0,359.1,324.95,303.45
943,0.6436970338983051,0.6192796610169491,0.6554555084745763,0.6780720338983051,336.35,359.4,325.25,303.9
944,0.6436507936507937,0.619100529100529,0.6555026455026456,0.6778835978835979,336.75,359.95,325.55,304.4
945,0.6437103594080338,0.6191331923890063,0.6555496828752643,0.6779598308668076,337.05,360.3,325.85,304.65
946,0.6437170010559662,0.6191129883843717,0.6555438225976769,0.6780887011615628,337.4,360.7,326.2,304.85
947,0.6438818565400843,0.6192510548523207,0.6556434599156118,0.6781645569620254,337.6,360.95,326.45,305.1
948,0.6439409905163329,0.6192834562697576,0.6556902002107481,0.6782402528977871,337.9,361.3,326.75,305.35
949,0.6440526315789474,0.6192105263157894,0.6557368421052632,0.6783684210526315,338.15,361.75,327.05,305.55
950,0.6441640378548896,0.6192954784437434,0.655888538380652,0.6785488958990535,338.4,362.05,327.25,305.7
951,0.6440651260504202,0.619327731092437,0.6557773109243697,0.6783088235294118,338.85,362.4,327.7,306.25
952,0.6442287513116474,0.619517313746065,0.6560335781741868,0.6784889821615949,339.05,362.6,327.8,306.4
953,0.6444444444444445,0.619706498951782,0.656132075471698,0.6785639412997904,339.2,362.8,328.05,306.65
954,0.6445549738219896,0.6197905759162304,0.6560732984293194,0.6785340314136126,339.45,363.1,328.45,307.0
955,0.6446652719665271,0.6197698744769874,0.6561192468619247,0.6785564853556485,339.7,363.5,328.75,307.3
956,0.6447753396029258,0.619853709508882,0.6561650992685475,0.6786833855799373,339.95,363.8,329.05,307.5
957,0.6448851774530271,0.6198329853862213,0.6562630480167014,0.6788622129436326,340.2,364.2,329.3,307.65
958,0.6449947862356622,0.6198644421272158,0.6562565172054222,0.6788321167883211,340.45,364.55,329.65,308.0
959,0.6450520833333333,0.6198958333333333,0.6563020833333334,0.67890625,340.75,364.9,329.95,308.25
960,0.6450052029136316,0.6198751300728408,0.6562434963579604,0.678720083246618,341.15,365.3,330.35,308.75
961,0.6450623700623701,0.6200623700623701,0.6564449064449065,0.6788461538461539,341.45,365.5,330.5,308.95
962,0.645171339563863,0.6200415368639668,0.6566458982346833,0.6790238836967809,341.7,365.9,330.65,309.1
963,0.6452282157676349,0.6200207468879668,0.6566390041493776,0.679149377593361,342.0,366.3,331.0,309.3
964,0.6452331606217616,0.6201036269430051,0.6565284974093265,0.6793264248704663,342.35,366.6,331.45,309.45
965,0.6451863354037267,0.6200310559006211,0.6565217391304348,0.679296066252588,342.75,367.05,331.8,309.8
966,0.6453464322647363,0.6201137538779731,0.6565149948293691,0.6793174767321613,342.95,367.35,332.15,310.1
967,0.6454028925619835,0.6202995867768595,0.6566115702479338,0.6793388429752066,343.25,367.55,332.4,310.4
968,0.6454076367389061,0.6202786377708979,0.6565531475748194,0.6792569659442724,343.6,367.95,332.8,310.8
969,0.6455670103092783,0.6203092783505155,0.6567525773195876,0.6794329896907216,343.8,368.3,332.95,310.95
970,0.6455200823892894,0.6203398558187436,0.6566426364572606,0.6792996910401647,344.2,368.65,333.4,311.4
971,0.6456275720164609,0.6205246913580247,0.6567901234567901,0.6793209876543209,344.45,368.85,333.6,311.7
972,0.6457348406988694,0.6205549845837616,0.6567831449126413,0.6793422404933196,344.7,369.2,333.95,312.0
973,0.6457905544147844,0.6206365503080082,0.6568788501026694,0.6793634496919918,345.0,369.5,334.2,312.3
974,0.646,0.6207692307692307,0.657025641025641,0.6794871794871795,345.15,369.75,334.4,312.5
975,0.6460553278688524,0.6208504098360657,0.6570184426229508,0.6795081967213115,345.45,370.05,334.75,312.8
976,0.6461105424769704,0.6208290685772774,0.6570112589559878,0.6795803480040942,345.75,370.45,335.1,313.05
977,0.6461656441717791,0.6207566462167688,0.6570040899795501,0.6797546012269938,346.05,370.9,335.45,313.2
978,0.6461695607763024,0.6206843718079673,0.6570990806945863,0.679826353421859,346.4,371.35,335.7,313.45
979,0.6462755102040816,0.620765306122449,0.6571428571428571,0.6798979591836735,346.65,371.65,336.0,313.7
980,0.6462793068297655,0.6206422018348624,0.6570846075433232,0.6797655453618756,347.0,372.15,336.4,314.15
981,0.6461812627291242,0.6207230142566191,0.6570264765784114,0.6795824847250509,347.45,372.45,336.8,314.65
982,0.6461342828077314,0.6206510681586979,0.6572227873855544,0.6796032553407935,347.85,372.9,336.95,314.95
983,0.646239837398374,0.6207825203252033,0.6572662601626016,0.6797256097560975,348.1,373.15,337.25,315.15
984,0.6461421319796954,0.6207106598984772,0.657005076142132,0.6795939086294416,348.55,373.6,337.85,315.6
985,0.6460953346855984,0.6206389452332657,0.6568965517241379,0.6795131845841784,348.95,374.05,338.3,316.0
986,0.646048632218845,0.6206180344478216,0.6568895643363728,0.6795339412360689,349.35,374.45,338.65,316.3
987,0.6462044534412955,0.6205465587044534,0.6569838056680162,0.6796558704453441,349.55,374.9,338.9,316.5
988,0.6462588473205259,0.6205763397371082,0.6569767441860466,0.6795247724974722,349.85,375.25,339.25,316.95
989,0.6463131313131314,0.6206565656565657,0.6571212121212121,0.6795454545454546,350.15,375.55,339.45,317.25
990,0.6463168516649849,0.620686175580222,0.6571644803229062,0.6795156407669022,350.5,375.9,339.75,317.6
991,0.6464717741935484,0.620866935483871,0.6573084677419355,0.6797883064516129,350.7,376.1,339.95,317.65
992,0.646576032225579,0.6210473313192346,0.6573514602215509,0.6798086606243705,350.95,376.3,340.25,317.95
993,0.6466800804828974,0.6210261569416499,0.6574446680080482,0.6797786720321931,351.2,376.7,340.5,318.3
994,0.6467336683417085,0.6209045226130654,0.6574371859296482,0.6798492462311557,351.5,377.2,340.85,318.55
995,0.6467369477911646,0.620983935742972,0.6575301204819277,0.6799698795180723,351.85,377.5,341.1,318.75
996,0.6468906720160481,0.6211133400200601,0.6576228686058174,0.6800401203610832,352.05,377.75,341.35,319.0
997,0.6470440881763527,0.6211923847695391,0.6578657314629258,0.680310621242485,352.25,378.05,341.45,319.05
998,0.646946946946947,0.6210710710710711,0.6577077077077077,0.6801801801801802,352.7,378.55,341.95,319.5
999,0.64715,0.62115,0.6579,0.68035,352.85,378.85,342.1,319.65
1000,0.6471028971028971,0.6210789210789212,0.6578421578421578,0.6803196803196803,353.25,379.3,342.5,320.0
1001,0.6471057884231537,0.621057884231537,0.6577345309381237,0.6803393213572855,353.6,379.7,342.95,320.3
1002,0.6468594217347956,0.6207876370887337,0.6574775672981057,0.6801595214356929,354.2,380.35,343.55,320.8
1003,0.6468127490039841,0.6207171314741036,0.6574203187250995,0.6800796812749004,354.6,380.8,343.95,321.2
1004,0.6469154228855721,0.6206965174129353,0.6575621890547263,0.6800497512437811,354.85,381.2,344.15,321.55
1005,0.6470178926441352,0.6208250497017893,0.6576540755467197,0.6801689860834991,355.1,381.45,344.4,321.75
1006,0.6470705064548163,0.6210029791459781,0.6577457795431976,0.6802383316782523,355.4,381.65,344.65,322.0
1007,0.6469742063492063,0.6208829365079366,0.6576884920634921,0.6802579365079365,355.85,382.15,345.05,322.3
1008,0.6468285431119921,0.6207631318136768,0.657631318136769,0.6801783944499504,356.35,382.65,345.45,322.7
1009,0.6466831683168317,0.6205940594059406,0.6574752475247525,0.6799999999999999,356.85,383.2,345.95,323.2
1010,0.6467359050445104,0.6205242334322453,0.6574678536102868,0.6800197823936697,357.15,383.65,346.3,323.5
1011,0.6469367588932806,0.620602766798419,0.657608695652174,0.6801877470355732,357.3,383.95,346.5,323.65
1012,0.6470878578479763,0.6207798617966437,0.6576999012833169,0.68035538005923,357.5,384.15,346.75,323.8
1013,0.6471400394477318,0.6208086785009862,0.657741617357002,0.6803747534516765,357.8,384.5,347.05,324.1
1014,0.6469950738916256,0.62064039408867,0.6576354679802956,0.6801970443349754,358.3,385.05,347.5,324.6
1015,0.6470964566929134,0.6206200787401575,0.6577263779527559,0.6803149606299213,358.55,385.45,347.75,324.8
1016,0.6470501474926253,0.6205998033431662,0.657669616519174,0.6801868239921337,358.95,385.85,348.15,325.25
1017,0.6469056974459725,0.6204322200392928,0.6574165029469549,0.6800098231827112,359.45,386.4,348.75,325.75
1018,0.6470068694798823,0.6205593719332679,0.6575073601570167,0.6800785083415113,359.7,386.65,349.0,326.0
1019,0.6470588235294118,0.6205392156862745,0.6574019607843138,0.6799999999999999,360.0,387.05,349.45,326.4
1020,0.6469637610186092,0.6202742409402546,0.6571008814887366,0.6799216454456415,360.45,387.7,350.1,326.8
1021,0.6468199608610568,0.6202544031311155,0.6569471624266144,0.6798923679060666,360.95,388.1,350.6,327.15
1022,0.6466764418377322,0.6199902248289345,0.6567448680351906,0.6798142717497556,361.45,388.75,351.15,327.55
1023,0.646728515625,0.619970703125,0.65673828125,0.679736328125,361.75,389.15,351.5,327.95
1024,0.6467317073170732,0.6198536585365854,0.6567804878048781,0.6799024390243902,362.1,389.65,351.8,328.1
1025,0.6467348927875244,0.6198343079922027,0.6567251461988304,0.6799220272904483,362.45,390.05,352.2,328.4
1026,0.6466893865628043,0.6198149951314508,0.6567185978578384,0.6798928919182083,362.85,390.45,352.55,328.75
1027,0.6466926070038911,0.6199416342412452,0.6568579766536965,0.6800097276264592,363.2,390.7,352.75,328.95
1028,0.6467444120505345,0.6200680272108843,0.6568027210884353,0.679980563654033,363.5,390.95,353.15,329.3
1029,0.6468446601941747,0.620242718446602,0.656747572815534,0.6799999999999999,363.75,391.15,353.55,329.6
1030,0.6467992240543162,0.6201745877788555,0.656741028128031,0.680019398642095,364.15,391.6,353.9,329.9
1031,0.6467538759689923,0.6201550387596899,0.6566860465116279,0.6800387596899224,364.55,392.0,354.3,330.2
1032,0.6466602129719264,0.6200871248789932,0.6567279767666989,0.6800096805421104,365.0,392.45,354.6,330.55
1033,0.6466634429400387,0.6201160541586074,0.6567698259187621,0.6799323017408124,365.35,392.8,354.9,330.95
1034,0.6467149758454107,0.62,0.6568115942028985,0.6800483091787439,365.65,393.3,355.2,331.15
1035,0.6467664092664093,0.6199324324324325,0.6568532818532818,0.6801640926640926,365.95,393.75,355.5,331.35
1036,0.6468177434908389,0.6199132111861138,0.6568466730954677,0.6802314368370299,366.25,394.15,355.85,331.6
1037,0.6468208092485549,0.6198940269749518,0.6567919075144509,0.6801541425818882,366.6,394.55,356.25,332.0
1038,0.6468238691049086,0.6196823869104908,0.6567853705486044,0.6801732435033686,366.95,395.15,356.6,332.3
1039,0.646826923076923,0.6198076923076923,0.656826923076923,0.6801442307692308,367.3,395.4,356.9,332.65
1040,0.646926032660903,0.6197406340057637,0.6569164265129683,0.6802593659942363,367.55,395.85,357.15,332.85
1041,0.6469769673704414,0.6198656429942418,0.6570537428023033,0.6802783109404991,367.85,396.1,357.35,333.15
1042,0.6468839884947267,0.6196548418024929,0.6569990412272292,0.6802972195589645,368.3,396.7,357.75,333.45
1043,0.6470306513409961,0.6196360153256705,0.6570402298850575,0.6803639846743295,368.5,397.1,358.05,333.7
1044,0.6470334928229665,0.6197607655502393,0.6571291866028708,0.6804306220095694,368.85,397.35,358.3,333.95
1045,0.6471797323135755,0.619980879541109,0.6572657743785851,0.680640535372849,369.05,397.5,358.5,334.05
1046,0.6473256924546323,0.6200573065902579,0.6574021012416428,0.6807545367717287,369.25,397.8,358.7,334.25
1047,0.6475190839694657,0.6201335877862595,0.6574427480916031,0.6809160305343511,369.4,398.1,359.0,334.4
1048,0.6474261201143946,0.6201143946615825,0.6574356530028599,0.6809342230695901,369.85,398.5,359.35,334.7
1049,0.6473809523809524,0.6200476190476191,0.6572380952380953,0.6808095238095238,370.25,398.95,359.9,335.15
1050,0.6473834443387251,0.6199333967649857,0.6572312083729781,0.6808277830637488,370.6,399.45,360.25,335.45
1051,0.6473384030418251,0.6199144486692015,0.6571768060836501,0.6807984790874524,371.0,399.85,360.65,335.8
1052,0.647340930674264,0.6199905033238367,0.6572174738841405,0.6808167141500474,371.35,400.15,360.95,336.1
1053,0.6473434535104364,0.6199715370018974,0.6571631878557874,0.6808823529411765,371.7,400.55,361.35,336.35
1054,0.6474881516587677,0.6201421800947867,0.6574407582938389,0.6810900473933649,371.9,400.75,361.4,336.45
1055,0.6477272727272727,0.6204071969696969,0.6575757575757576,0.68125,372.0,400.85,361.6,336.6
1056,0.6477767265846736,0.6205298013245033,0.6575685903500472,0.6811731315042573,372.3,401.1,361.95,337.0
1057,0.6478733459357278,0.6205103969754253,0.657608695652174,0.6812854442344045,372.55,401.5,362.25,337.2
1058,0.6478281397544854,0.6205382436260624,0.6574598677998111,0.6812559017941455,372.95,401.85,362.75,337.55
1059,0.6479245283018867,0.6205660377358491,0.6575943396226415,0.6813679245283019,373.2,402.2,362.95,337.75
1060,0.6477379830348727,0.6204052780395852,0.6574458058435438,0.68124410933082,373.75,402.75,363.45,338.2
1061,0.6475517890772128,0.6202448210922787,0.6571563088512241,0.681120527306968,374.3,403.3,364.1,338.65
1062,0.6475070555032926,0.6202728127939794,0.6571966133584196,0.6810912511759172,374.7,403.65,364.4,339.0
1063,0.6476033834586465,0.6203477443609022,0.6572368421052632,0.681156015037594,374.95,403.95,364.7,339.25
1064,0.6476525821596244,0.6203286384976525,0.6572300469483567,0.6811267605633803,375.25,404.35,365.05,339.6
1065,0.6475609756097561,0.6202626641651032,0.6572232645403377,0.6811444652908067,375.7,404.8,365.4,339.9
1066,0.6475632614807872,0.6202436738519213,0.6572633552014995,0.6811621368322399,376.05,405.2,365.7,340.2
1067,0.647565543071161,0.6201779026217229,0.6572097378277153,0.6811329588014982,376.4,405.65,366.1,340.55
1068,0.6476613657623947,0.6202057998129092,0.6572965388213283,0.681244153414406,376.65,406.0,366.35,340.75
1069,0.6474766355140187,0.6201401869158879,0.657196261682243,0.6810747663551402,377.2,406.45,366.8,341.25
1070,0.6473856209150327,0.6200746965452848,0.6571428571428571,0.680905695611578,377.65,406.9,367.2,341.75
1071,0.6474813432835821,0.6201026119402985,0.657089552238806,0.6808768656716417,377.9,407.25,367.6,342.1
1072,0.6475302889095993,0.6203168685927307,0.6572693383038211,0.6809878844361603,378.2,407.4,367.75,342.3
1073,0.647486033519553,0.620391061452514,0.6573091247672254,0.6810055865921788,378.6,407.7,368.05,342.6
1074,0.6474418604651163,0.6204186046511627,0.6571627906976744,0.6809302325581396,379.0,408.05,368.55,343.0
1075,0.6473977695167286,0.6203996282527882,0.6570631970260223,0.6809014869888477,379.4,408.45,369.0,343.35
1076,0.6473537604456825,0.6202414113277623,0.6569637883008357,0.6808727948003714,379.8,409.0,369.45,343.7
1077,0.6474489795918368,0.6202690166975882,0.6569573283858998,0.6809369202226345,380.05,409.35,369.8,343.95
1078,0.6475903614457831,0.6202502316960148,0.6570898980537534,0.681047265987025,380.25,409.75,370.0,344.15
1079,0.6475925925925926,0.6202314814814816,0.6570833333333332,0.6810648148148148,380.6,410.15,370.35,344.45
1080,0.6475948196114708,0.6201665124884366,0.6570767807585569,0.681036077705828,380.95,410.6,370.7,344.8
1081,0.6475970425138632,0.6202402957486137,0.6572088724584104,0.6811922365988909,381.3,410.9,370.9,344.95
1082,0.6475069252077563,0.6202216066481995,0.6571560480147738,0.6811634349030471,381.75,411.3,371.3,345.3
1083,0.6476476014760147,0.620110701107011,0.6571033210332103,0.6812730627306273,381.95,411.8,371.7,345.5
1084,0.6475115207373272,0.6198617511520738,0.6569124423963133,0.6810599078341013,382.45,412.45,372.25,346.05
1085,0.6475138121546962,0.6199815837937386,0.6569981583793739,0.6811694290976058,382.8,412.7,372.5,346.25
1086,0.6475160993560258,0.6199632014719411,0.6569457221711132,0.6811867525298988,383.15,413.1,372.9,346.55
1087,0.6475183823529412,0.6199448529411764,0.6569393382352942,0.68125,383.5,413.5,373.25,346.8
1088,0.6475665748393021,0.6199265381083563,0.6569788797061524,0.6811753902662994,383.8,413.9,373.55,347.2
1089,0.6476146788990825,0.619816513761468,0.6569724770642201,0.6812385321100918,384.1,414.4,373.9,347.45
1090,0.647525206232814,0.6196150320806599,0.6569202566452795,0.6813473877176902,384.55,415.0,374.3,347.65
1091,0.6476190476190476,0.6197344322344323,0.6570054945054945,0.6813644688644689,384.8,415.25,374.55,347.95
1092,0.6475297346752058,0.6196706312900274,0.6568618481244282,0.6812900274473925,385.25,415.7,375.05,348.35
1093,0.6475319926873857,0.6197440585009141,0.656855575868373,0.6813985374771481,385.6,416.0,375.4,348.55
1094,0.6474885844748858,0.6197716894977169,0.6568493150684931,0.6814155251141553,386.0,416.35,375.75,348.85
1095,0.6473996350364963,0.6197992700729926,0.6568430656934306,0.6813868613138686,386.45,416.7,376.1,349.2
1096,0.6474931631722881,0.6198723792160438,0.6569735642661805,0.6815405651777575,386.7,417.0,376.3,349.35
1097,0.6476320582877959,0.6198087431693989,0.6570127504553734,0.681648451730419,386.9,417.45,376.6,349.55
1098,0.6475432211101001,0.6196542311191993,0.6568243858052776,0.6816196542311193,387.35,418.0,377.15,349.9
1099,0.6476818181818181,0.6197727272727274,0.6569545454545455,0.6817272727272727,387.55,418.25,377.35,350.1
1100,0.6475930971843779,0.6195731153496821,0.6568119891008174,0.6816076294277928,388.0,418.85,377.85,350.55
1101,0.6475499092558984,0.619600725952813,0.6568965517241379,0.6817150635208711,388.4,419.2,378.1,350.75
1102,0.6475521305530372,0.6195829555757026,0.6569809610154125,0.6818223028105168,388.75,419.6,378.35,350.95
1103,0.6475090579710144,0.6195199275362319,0.656929347826087,0.6817934782608696,389.15,420.05,378.75,351.3
1104,0.6475113122171946,0.6195475113122172,0.6569683257918552,0.6817647058823529,389.5,420.4,379.05,351.65
1105,0.6475587703435804,0.6196202531645569,0.6570976491862568,0.6817811934900543,389.8,420.7,379.25,351.95
1106,0.6476513098464318,0.6196476964769648,0.6570912375790424,0.68193315266486,390.05,421.05,379.6,352.1
1107,0.6476083032490975,0.6196750902527076,0.6570397111913358,0.6819945848375452,390.45,421.4,380.0,352.35
1108,0.6475653742110009,0.6196122633002705,0.6568981064021642,0.6820559062218214,390.85,421.85,380.5,352.6
1109,0.6475675675675676,0.6196396396396396,0.6568918918918919,0.6821171171171171,391.2,422.2,380.85,352.85
1110,0.6474347434743474,0.6196219621962197,0.6567056705670568,0.681998199819982,391.7,422.6,381.4,353.3
1111,0.6474820143884892,0.6196043165467626,0.6566546762589928,0.6821043165467626,392.0,423.0,381.8,353.5
1112,0.6473944294699011,0.6194519317160827,0.6566037735849057,0.6821653189577718,392.45,423.55,382.2,353.75
1113,0.6473070017953322,0.6194344703770198,0.6565978456014363,0.6821364452423698,392.9,423.95,382.55,354.1
1114,0.6473991031390135,0.6195067264573991,0.6565919282511211,0.6822421524663678,393.15,424.25,382.9,354.3
1115,0.6473118279569893,0.6195340501792115,0.6564964157706094,0.682078853046595,393.6,424.6,383.35,354.8
1116,0.6473589973142346,0.6196060877350045,0.6565353625783349,0.6822291853178155,393.9,424.9,383.65,354.95
1117,0.6472271914132379,0.6195885509838999,0.656350626118068,0.6821556350626118,394.4,425.3,384.2,355.35
1118,0.6471849865951743,0.6195710455764075,0.6563002680965148,0.6821268990169795,394.8,425.7,384.6,355.7
1119,0.6469196428571429,0.6193303571428571,0.6561160714285714,0.6820089285714286,395.45,426.35,385.15,356.15
1120,0.6470561998215879,0.6194023193577163,0.6562444246208743,0.6821587867975023,395.65,426.65,385.35,356.3
1121,0.6472370766488413,0.6195632798573975,0.6564616755793227,0.6823529411764706,395.8,426.85,385.45,356.4
1122,0.6472395369545859,0.6194122885129119,0.6564559216384683,0.6823241317898486,396.15,427.4,385.8,356.75
1123,0.6471975088967972,0.6193950177935943,0.6564501779359431,0.6823398576512456,396.55,427.8,386.15,357.05
1124,0.6472,0.6193333333333333,0.6564,0.6823111111111111,396.9,428.25,386.55,357.4
1125,0.647158081705151,0.6192273534635879,0.6562611012433393,0.6823712255772646,397.3,428.75,387.05,357.65
1126,0.6470718722271517,0.6191659272404614,0.6562555456965395,0.6823868677905944,397.75,429.2,387.4,357.95
1127,0.6470744680851064,0.6192819148936171,0.6562943262411347,0.6824468085106383,398.1,429.45,387.7,358.2
1128,0.6470770593445527,0.6193534100974314,0.6563330380868024,0.6825066430469442,398.45,429.75,388.0,358.45
1129,0.6471681415929204,0.619424778761062,0.6564601769911504,0.6825221238938053,398.7,430.05,388.2,358.75
1130,0.6472148541114058,0.6194518125552608,0.656498673740053,0.6824049513704686,399.0,430.4,388.5,359.2
1131,0.6472614840989399,0.6195229681978798,0.6564487632508834,0.6824204946996466,399.3,430.7,388.9,359.5
1132,0.647396293027361,0.6196822594880848,0.6564872021182702,0.6825242718446602,399.5,430.9,389.2,359.7
1133,0.647310405643739,0.6196649029982363,0.6563932980599647,0.6824955908289241,399.95,431.3,389.65,360.05
1134,0.6474008810572688,0.6196916299559472,0.6563436123348018,0.6824669603524229,400.2,431.65,390.05,360.4
1135,0.6473151408450704,0.6195862676056338,0.65625,0.6823503521126761,400.65,432.15,390.5,360.85
1136,0.6473614775725594,0.6195250659630607,0.6562884784520668,0.6824098504837292,400.95,432.6,390.8,361.1
1137,0.6474077328646748,0.619639718804921,0.6563268892794376,0.6824253075571177,401.25,432.85,391.1,361.4
1138,0.6474978050921861,0.6196663740122915,0.6564091308165058,0.6825724319578578,401.5,433.2,391.35,361.55
1139,0.6475438596491229,0.6196929824561404,0.6564035087719298,0.6825877192982456,401.8,433.55,391.7,361.85
1140,0.647589833479404,0.6197633654688869,0.656441717791411,0.6826029798422437,402.1,433.85,392.0,362.15
1141,0.6476357267950964,0.6197898423817862,0.6564798598949212,0.6825744308231173,402.4,434.2,392.3,362.5
1142,0.6476377952755905,0.6198600174978128,0.6564304461942256,0.6825021872265966,402.75,434.5,392.7,362.9
1143,0.6476835664335664,0.6199300699300699,0.6565122377622378,0.6825611888111889,403.05,434.8,392.95,363.15
1144,0.6475982532751091,0.6197816593886463,0.6565502183406113,0.682532751091703,403.5,435.35,393.25,363.5
1145,0.6476439790575916,0.6198080279232112,0.6565445026178011,0.6825916230366492,403.8,435.7,393.6,363.75
1146,0.6477332170880559,0.6198343504795119,0.6566259808195293,0.6826939843068875,404.05,436.05,393.85,363.95
1147,0.6478222996515679,0.619904181184669,0.6567508710801394,0.6827961672473868,404.3,436.35,394.05,364.15
1148,0.6477371627502176,0.6198433420365534,0.6567885117493473,0.6827676240208878,404.75,436.8,394.35,364.5
1149,0.6476521739130435,0.6198260869565217,0.656608695652174,0.6827826086956522,405.2,437.2,394.9,364.8
1150,0.6477410947002606,0.6198523023457863,0.6566898349261512,0.6828844483058211,405.45,437.55,395.15,365.0
1151,0.6477864583333333,0.6198350694444444,0.6566840277777778,0.6829861111111111,405.75,437.95,395.5,365.2
1152,0.6479184735472681,0.6199479618386816,0.6568950563746747,0.6831743278404163,405.95,438.2,395.6,365.3
1153,0.6478769497400346,0.6200173310225303,0.6568457538994801,0.6830589254766031,406.35,438.5,396.0,365.75
1154,0.6478354978354979,0.62,0.6567532467532468,0.682943722943723,406.75,438.9,396.45,366.2
1155,0.6478806228373702,0.619939446366782,0.6567474048442906,0.6829584775086506,407.05,439.35,396.8,366.5
1156,0.6478392394122732,0.6199222126188418,0.6566551426101987,0.6829732065687122,407.45,439.75,397.25,366.8
1157,0.6478842832469776,0.6199050086355786,0.6567789291882555,0.6831174438687392,407.75,440.15,397.45,366.95
1158,0.6479292493528904,0.6199741156169111,0.6568593615185504,0.6831751509922347,408.05,440.45,397.7,367.2
1159,0.6479310344827586,0.6198706896551724,0.6568965517241379,0.6832758620689655,408.4,440.95,398.0,367.4
1160,0.6478036175710594,0.6198105081826013,0.656761412575366,0.6832041343669251,408.9,441.4,398.5,367.8
1161,0.6478055077452668,0.6196213425129088,0.6566265060240963,0.683261617900172,409.25,442.0,399.0,368.05
1162,0.6478503869303525,0.6196904557179708,0.6567067927773002,0.6834049871023216,409.55,442.3,399.25,368.2
1163,0.6478951890034365,0.6197164948453608,0.6566580756013746,0.6834192439862543,409.85,442.65,399.65,368.5
1164,0.6479828326180257,0.619871244635193,0.6567381974248927,0.6834763948497854,410.1,442.85,399.9,368.75
1165,0.6480274442538594,0.6198970840480275,0.6569468267581475,0.6835334476843911,410.4,443.2,400.0,369.0
1166,0.6480291345329905,0.6198371893744644,0.6569408740359897,0.6835047129391603,410.75,443.65,400.35,369.35
1167,0.6480736301369863,0.6199058219178082,0.6570205479452055,0.6835188356164383,411.05,443.95,400.6,369.65
1168,0.6481180496150556,0.6199315654405475,0.6570145423438837,0.6835757057313944,411.35,444.3,400.95,369.9
1169,0.6481196581196581,0.6197863247863248,0.6569230769230769,0.6834188034188033,411.7,444.85,401.4,370.4
1170,0.6481212638770282,0.6195986336464561,0.6569171648163963,0.6833048676345005,412.05,445.45,401.75,370.85
1171,0.6481228668941978,0.6194965870307167,0.6569112627986348,0.6833191126279863,412.4,445.95,402.1,371.15
1172,0.6481670929241262,0.6195225916453537,0.6569906223358909,0.6834185848252344,412.7,446.3,402.35,371.35
1173,0.6481260647359455,0.6195485519591142,0.6570272572402044,0.6833901192504259,413.1,446.65,402.65,371.7
1174,0.6482553191489362,0.6197021276595744,0.6571063829787234,0.6834468085106383,413.3,446.85,402.9,371.95
1175,0.6482993197278912,0.6197278911564625,0.6572278911564625,0.6835459183673469,413.6,447.2,403.1,372.15
1176,0.6483857264231097,0.6196686491079014,0.6573067119796092,0.6836873406966866,413.85,447.65,403.35,372.3
1177,0.6484295415959254,0.6196519524617996,0.657427843803056,0.6837436332767403,414.15,448.05,403.55,372.55
1178,0.6483884648006786,0.6195928753180662,0.6574215436810856,0.6838422391857506,414.55,448.5,403.9,372.75
1179,0.6484322033898305,0.6195338983050848,0.6573728813559322,0.6838135593220339,414.85,448.95,404.3,373.1
1180,0.648475867908552,0.6195173581710415,0.6573666384419983,0.6838696020321761,415.15,449.35,404.65,373.35
1181,0.6486886632825719,0.6196700507614213,0.6575719120135364,0.6840524534686971,415.25,449.55,404.75,373.45
1182,0.6486897717666948,0.6196534234995774,0.6575655114116652,0.6840659340659341,415.6,449.95,405.1,373.75
1183,0.6486064189189189,0.6195101351351351,0.6574746621621622,0.6839949324324325,416.05,450.5,405.55,374.15
1184,0.6486497890295359,0.619409282700422,0.6574683544303797,0.6840506329113925,416.35,451.0,405.9,374.4
1185,0.6486087689713322,0.6193507588532883,0.6573777403035412,0.6840640809443508,416.75,451.45,406.35,374.7
